ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
HCI,2008-09-15,6.95,6.95,5.5,6.1,5200.0,0.0,1.0,5.291680305579,5.291680305579,4.1876606734798,4.644496383314,5200.0
HCI,2008-09-16,6.84,6.84,6.05,6.09,8400.0,0.0,1.0,5.2079270921094,5.2079270921094,4.6064267408278,4.6368824548167,8400.0
HCI,2008-09-17,6.1,6.1,5.45,5.45,9300.0,0.0,1.0,4.644496383314,4.644496383314,4.1495910309936,4.1495910309936,9300.0
HCI,2008-09-18,6.1,6.21,6.0,6.2,5200.0,0.0,1.0,4.644496383314,4.7282495967836,4.5683570983416,4.7206356682863,5200.0
HCI,2008-09-19,6.25,6.25,6.25,6.25,3000.0,0.0,1.0,4.7587053107725,4.7587053107725,4.7587053107725,4.7587053107725,3000.0
HCI,2008-09-22,6.2,6.2,6.0,6.11,7300.0,0.0,1.0,4.7206356682863,4.7206356682863,4.5683570983416,4.6521103118112,7300.0
HCI,2008-09-23,5.95,8.0,5.83,6.55,216700.0,0.0,1.0,4.5302874558554,6.0911427977888,4.4389203138886,4.9871231656896,216700.0
HCI,2008-09-24,6.51,6.51,6.07,6.16,19800.0,0.0,1.0,4.9566674517006,4.9566674517006,4.6216545978223,4.6901799542974,19800.0
HCI,2008-09-25,6.41,6.76,6.1,6.76,8500.0,0.0,1.0,4.8805281667283,5.1470156641315,4.644496383314,5.1470156641315,8500.0
HCI,2008-09-26,6.25,6.25,6.15,6.15,5500.0,0.0,1.0,4.7587053107725,4.7587053107725,4.6825660258001,4.6825660258001,5500.0
HCI,2008-09-29,6.1,6.1,5.45,5.45,15900.0,0.0,1.0,4.644496383314,4.644496383314,4.1495910309936,4.1495910309936,15900.0
HCI,2008-09-30,6.1,6.19,6.0,6.0,14500.0,0.0,1.0,4.644496383314,4.7130217397891,4.5683570983416,4.5683570983416,14500.0
HCI,2008-10-01,5.82,5.92,5.82,5.92,400.0,0.0,1.0,4.4313063853914,4.5074456703637,4.4313063853914,4.5074456703637,400.0
HCI,2008-10-02,6.35,6.5,6.35,6.5,1000.0,0.0,1.0,4.8348445957449,4.9490535232034,4.8348445957449,4.9490535232034,1000.0
HCI,2008-10-03,5.65,6.4,5.65,6.4,2000.0,0.0,1.0,4.3018696009383,4.872914238231,4.3018696009383,4.872914238231,2000.0
HCI,2008-10-06,5.76,5.78,5.28,5.28,21900.0,0.0,1.0,4.3856228144079,4.4008506714024,4.0201542465406,4.0201542465406,21900.0
HCI,2008-10-07,5.25,5.25,5.0,5.0,3000.0,0.0,1.0,3.9973124610489,3.9973124610489,3.806964248618,3.806964248618,3000.0
HCI,2008-10-08,5.25,5.52,5.24,5.4,8500.0,0.0,1.0,3.9973124610489,4.2028885304743,3.9896985325517,4.1115213885074,8500.0
HCI,2008-10-09,5.65,5.65,5.0,5.02,9700.0,0.0,1.0,4.3018696009383,4.3018696009383,3.806964248618,3.8221921056125,9700.0
HCI,2008-10-10,5.01,5.17,4.1,4.5,39200.0,0.0,1.0,3.8145781771152,3.936401033071,3.1217106838668,3.4262678237562,39200.0
HCI,2008-10-13,4.99,5.0,4.5,4.62,7400.0,0.0,1.0,3.7993503201208,3.806964248618,3.4262678237562,3.517634965723,7400.0
HCI,2008-10-14,5.0,5.5,4.86,5.01,20700.0,0.0,1.0,3.806964248618,4.1876606734798,3.7003692496567,3.8145781771152,20700.0
HCI,2008-10-15,5.0,5.0,4.95,4.96,16600.0,0.0,1.0,3.806964248618,3.806964248618,3.7688946061318,3.7765085346291,16600.0
HCI,2008-10-16,4.96,5.45,4.78,4.8,12900.0,0.0,1.0,3.7765085346291,4.1495910309936,3.6394578216788,3.6546856786733,12900.0
HCI,2008-10-17,5.29,5.5,5.2,5.4,3300.0,0.0,1.0,4.0277681750378,4.1876606734798,3.9592428185627,4.1115213885074,3300.0
HCI,2008-10-20,5.25,5.35,5.25,5.35,300.0,0.0,1.0,3.9973124610489,4.0734517460213,3.9973124610489,4.0734517460213,300.0
HCI,2008-10-21,5.25,5.75,5.25,5.75,5400.0,0.0,1.0,3.9973124610489,4.3780088859107,3.9973124610489,4.3780088859107,5400.0
HCI,2008-10-22,5.23,5.9,5.23,5.9,7600.0,0.0,1.0,3.9820846040544,4.4922178133692,3.9820846040544,4.4922178133692,7600.0
HCI,2008-10-23,5.88,6.0,5.2,5.68,15600.0,0.0,1.0,4.4769899563748,4.5683570983416,3.9592428185627,4.3247113864301,15600.0
HCI,2008-10-24,5.21,5.51,5.2,5.49,2400.0,0.0,1.0,3.96685674706,4.195274601977,3.9592428185627,4.1800467449826,2400.0
HCI,2008-10-27,5.69,5.69,5.69,5.69,200.0,0.0,1.0,4.3323253149273,4.3323253149273,4.3323253149273,4.3323253149273,200.0
HCI,2008-10-28,5.5,5.5,5.2,5.2,8900.0,0.0,1.0,4.1876606734798,4.1876606734798,3.9592428185627,3.9592428185627,8900.0
HCI,2008-10-29,5.22,5.29,5.2,5.25,6300.0,0.0,1.0,3.9744706755572,4.0277681750378,3.9592428185627,3.9973124610489,6300.0
HCI,2008-10-30,5.25,5.73,5.25,5.4,6600.0,0.0,1.0,3.9973124610489,4.3627810289162,3.9973124610489,4.1115213885074,6600.0
HCI,2008-10-31,5.73,5.73,5.73,5.73,100.0,0.0,1.0,4.3627810289162,4.3627810289162,4.3627810289162,4.3627810289162,100.0
HCI,2008-11-03,5.73,5.73,5.73,5.73,100.0,0.0,1.0,4.3627810289162,4.3627810289162,4.3627810289162,4.3627810289162,100.0
HCI,2008-11-04,5.72,5.73,5.6,5.73,3300.0,0.0,1.0,4.355167100419,4.3627810289162,4.2637999584522,4.3627810289162,3300.0
HCI,2008-11-05,5.73,5.73,5.4,5.41,7900.0,0.0,1.0,4.3627810289162,4.3627810289162,4.1115213885074,4.1191353170047,7900.0
HCI,2008-11-06,5.41,5.6,5.41,5.6,2400.0,0.0,1.0,4.1191353170047,4.2637999584522,4.1191353170047,4.2637999584522,2400.0
HCI,2008-11-07,5.74,5.9,5.41,5.88,11400.0,0.0,1.0,4.3703949574135,4.4922178133692,4.1191353170047,4.4769899563748,11400.0
HCI,2008-11-10,5.7,5.74,5.65,5.74,3400.0,0.0,1.0,4.3399392434245,4.3703949574135,4.3018696009383,4.3703949574135,3400.0
HCI,2008-11-11,5.8,5.8,5.41,5.64,9000.0,0.0,1.0,4.4160785283969,4.4160785283969,4.1191353170047,4.2942556724411,9000.0
HCI,2008-11-12,5.75,5.75,4.9,5.4,9500.0,0.0,1.0,4.3780088859107,4.3780088859107,3.7308249636456,4.1115213885074,9500.0
HCI,2008-11-13,5.21,5.54,5.02,5.54,14700.0,0.0,1.0,3.96685674706,4.2181163874687,3.8221921056125,4.2181163874687,14700.0
HCI,2008-11-14,5.14,5.49,4.89,5.3,7000.0,0.0,1.0,3.9135592475793,4.1800467449826,3.7232110351484,4.0353821035351,7000.0
HCI,2008-11-17,5.21,5.53,5.1,5.3,16800.0,0.0,1.0,3.96685674706,4.2105024589715,3.8831035335904,4.0353821035351,16800.0
HCI,2008-11-18,5.3,5.3,5.1,5.28,1100.0,0.0,1.0,4.0353821035351,4.0353821035351,3.8831035335904,4.0201542465406,1100.0
HCI,2008-11-19,5.0,5.0,4.26,4.36,13400.0,0.0,1.0,3.806964248618,3.806964248618,3.2435335398225,3.3196728247949,13400.0
